,Industry,Company,Investment Type,Spread Above Index,Interest Rate,Maturity Date,Principal Shares,Amortized Cost,Percentage of Net Assets,Fair Value,10
1522,Software,"Onapsis, Inc., Virtual Forge GMBH and Onapsis GMBH+Warrant",Preferred Stock,No Value,No Value,No Value,4,9,0,17.0,
1523,Software,"Personify, Inc.+LP Interest",Preferred Stock,No Value,No Value,No Value,716,942,0.1,1579.0,
1524,Software,"Project Alpha Intermediate Holding, Inc.+Common Stock",Preferred Stock,No Value,No Value,No Value,0,964,0.1,1417.0,
1525,Software,"Project Alpha Intermediate Holding, Inc.+Common Stock",Preferred Stock,No Value,No Value,No Value,202,329.0,0.0,14.0,
1526,Software,Pyramid Healthcare Acquisition Corp.+Common Stock,Preferred Stock,No Value,No Value,No Value,184,184,0,285.0,
1527,Software,"QAD, Inc.+Preferred Stock",Preferred Stock,No Value,No Value,No Value,0,125,0,112.0,
1528,Software,"QAD, Inc.+Common Stock",Preferred Stock,No Value,No Value,No Value,9,0,0,0.0,
1529,Software,"RegEd Aquireco, LLC+LP Interest",Preferred Stock,No Value,No Value,No Value,0,331,0,66.0,
1530,Software,"RegEd Aquireco, LLC+LP Interest",Preferred Stock,No Value,No Value,No Value,3,21,0,0.0,
1531,Software,"Riskonnect Parent, LLC+(21)",Preferred Stock,No Value,11.00Non-Cash,No Value,18,18570,0.7,17878.0,
1532,Software,"Riskonnect Parent, LLC+LP Interest",Preferred Stock,No Value,No Value,No Value,857,859,0.0,848,
1533,Software,"Riskonnect Parent, LLC+(21)",Preferred Stock,SF +10.5(l),15.08Non-Cash,No Value,0,335,0.0,349,
1534,Software,"SnapLogic, Inc.+Preferred Stock",Preferred Stock,No Value,No Value,No Value,278,695,0.1,1464,
1535,Software,"SnapLogic, Inc.+Warrant",Preferred Stock,No Value,No Value,No Value,106,75,0,381.0,
1536,Software,Spartan Buyer Acquisition Co.+Common Stock,Preferred Stock,No Value,No Value,No Value,1,623,0,311.0,
1537,Software,Spartan Buyer Acquisition Co.+Preferred Stock,Preferred Stock,No Value,No Value,No Value,0,38,0,38.0,
1538,Software,Telesoft Holdings LLC+LP Interest,Preferred Stock,No Value,No Value,No Value,6,6,0,6.0,
1539,Software,"Templafy APS and Templafy, LLC+(8)(18)",Warrant,No Value,No Value,No Value,0,62,0,38.0,
1540,Software,"Workforce Software, LLC+Common Stock",Warrant,No Value,No Value,No Value,0,973,0,604.0,
1541,Software,"Workforce Software, LLC+Common Stock",Warrant,No Value,No Value,No Value,0,36,0,39.0,
1542,Software,"Zendesk, Inc.+LP units",Warrant,No Value,No Value,No Value,45,454,0,454.0,
1543,Specialty Retail,Specialty Retail,Warrant,,,,,,,,
1544,Specialty Retail,"Ave Holdings III, Corp+(21)",Preferred Stock,No Value,11.50Non-Cash,No Value,9,8777.0,0.4,8774.0,
1545,Specialty Retail,"Ave Holdings III, Corp+LP units",Preferred Stock,No Value,No Value,No Value,1,1129,0.0,1140,
1546,Specialty Retail,Batteries Plus Holding Corporation+LP Interest,Preferred Stock,No Value,No Value,No Value,10,1287,0.1,1450,
1547,Specialty Retail,"Cycle Gear, Inc.+LLC units",Preferred Stock,No Value,No Value,No Value,27,462,0.0,587,
1548,Specialty Retail,Imperial Optical Midco Inc.+Preferred Stock,Preferred Stock,No Value,No Value,No Value,0,122,0.0,131,
1549,Specialty Retail,Imperial Optical Midco Inc.+Preferred Stock,Preferred Stock,No Value,No Value,No Value,0,46,0.0,48,
1550,Specialty Retail,Pet Holdings ULC+(8)(12)(21),LP Interest,No Value,No Value,No Value,677,450,0.1,1750,
1551,Specialty Retail,"Salon Lofts Group, LLC+LP units",LP Interest,No Value,No Value,No Value,0,87,0.0,79,
1552,Specialty Retail,"Southern Veterinary Partners, LLC+(21)",Preferred Stock,No Value,12.00Non-Cash,No Value,5,5083,0.2,5559,
1553,Specialty Retail,"Southern Veterinary Partners, LLC+LLC units",Preferred Stock,No Value,No Value,No Value,0,717,0.0,1150,
1554,Specialty Retail,"Southern Veterinary Partners, LLC+LLC interest",Preferred Stock,No Value,No Value,No Value,148,188,0.2,4287,
1555,Specialty Retail,"VSG Acquisition Corp. and Sherrill, Inc.+LP units",Preferred Stock,No Value,No Value,No Value,0,37,0.0,35,
1556,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",Preferred Stock,,,,,,,,
1557,"Technology Hardware, Storage & Peripherals",Agility Recovery Solutions Inc.+LLC interest,Preferred Stock,No Value,No Value,No Value,97,604,0.0,385.0,
1558,"Textiles, Apparel & Luxury Goods","Textiles, Apparel & Luxury Goods",Preferred Stock,,,,,,,,
1559,"Textiles, Apparel & Luxury Goods","Georgica Pine Clothiers, LLC+LLC interest",Preferred Stock,No Value,No Value,No Value,20,239,0.0,498,
1560,"Textiles, Apparel & Luxury Goods","Georgica Pine Clothiers, LLC+Common Stock",Preferred Stock,No Value,No Value,No Value,0,0,0.0,1,
1561,"Textiles, Apparel & Luxury Goods","MakerSights, Inc.+Preferred Stock",Preferred Stock,No Value,No Value,No Value,40,218,0.0,218,
1562,"Textiles, Apparel & Luxury Goods",R.G. Barry Corporation+Preferred Stock,Preferred Stock,No Value,No Value,No Value,0,161,0.0,257,
1563,Non-controlled/affiliate company investments  (23),Non-controlled/affiliate company investments  (23),Preferred Stock,,,,,,,,
1564,Debt investments,Debt investments,Preferred Stock,,,,,,,,
1565,Beverages,Beverages,Preferred Stock,,,,,,,,
1566,Beverages,"Abita Brewing Co., L.L.C.+(22)",One stop,SF +8.0(m),12.45,04/2024,5832,5802,0.2,4957,
1567,Beverages,"Abita Brewing Co., L.L.C.+(7)(22)",Second lien,SF +8.0(l),12.58,04/2024,3840,3723,0.1,1344,
1568,Beverages,"Abita Brewing Co., L.L.C.+One stop",Second lien,SF +8.0,(m),12.58,04/2024,210,210.0,0.0,210.0
1569,"Energy, Equipment & Services","Energy, Equipment & Services",Second lien,,,,,,,,
1570,"Energy, Equipment & Services","Benetech, Inc.+(7)(22)",One stop,SF +6.0(l),10.73,08/2024,3810,3623,0.1,1524,
1571,"Energy, Equipment & Services","Benetech, Inc.+(7)(22)",One stop,SF +6.0(k)(l),10.50,08/2024,1200,1139,0.0,328,
1572,Food and Staples Retailing,Food and Staples Retailing,One stop,,,,,,,,
1573,Food and Staples Retailing,"Rubio's Restaurants, Inc.+(22)",Senior loan,SF +8.0(l),12.68,12/2024,13206,13036,0.4,10565,
1574,Food and Staples Retailing,"Rubio's Restaurants, Inc.+(22)",Senior loan,SF +8.0,(k),12.42,12/2024,1253,1244.0,0.0,975.0
1575,Healthcare Providers and Services,Healthcare Providers and Services,Senior loan,,,,,,,,
1576,Healthcare Providers and Services,Elite Dental Partners LLC+(22),One stop,SF +5.25(l),9.98PIK,06/2023,12032,12052,0.4,9987,
1577,Healthcare Providers and Services,Elite Dental Partners LLC+(22),One stop,SF +12.0(l),16.73PIK,06/2023,4481,4481,0.2,4302,
1578,Healthcare Providers and Services,Elite Dental Partners LLC+(22),One stop,SF +5.25(l),9.98PIK,06/2023,1297,1297,0.0,1297,
1579,Software,Software,One stop,,,,,,,,
1580,Software,Switchfly LLC+(22),One stop,L +4.0(b),6.74cash/1.00PIK,10/2024,6543,6499,0.2,4711,
1581,Software,Switchfly LLC+(22),One stop,L +4.0(b),6.74cash/1.00PIK,10/2024,547,543,0.0,393,
1582,Software,Switchfly LLC+(22),One stop,L +4.0(b),6.74cash/1.00PIK,10/2024,42,42,0.0,30,
1583,Software,Switchfly LLC+(5),One stop,L +8.5(b),12.25,10/2024,2,2,0.0,(  16  ),
1584,Equity investments  (19)(20),Equity investments  (19)(20),One stop,,,,,,,,
1585,Beverages,Beverages,One stop,,,,,,,,
1586,Beverages,"Abita Brewing Co., L.L.C.+Warrant",One stop,No Value,No Value,No Value,210,0,0.0,27.0,
1587,"Energy, Equipment & Services","Energy, Equipment & Services",One stop,,,,,,,,
1588,"Energy, Equipment & Services","Benetech, Inc.+LLC interest",One stop,No Value,No Value,No Value,58,0,0.0,0,
1589,"Energy, Equipment & Services","Benetech, Inc.+LLC interest",One stop,No Value,No Value,No Value,58,0,0.0,0,
1590,Food and Staples Retailing,Food and Staples Retailing,One stop,,,,,,,,
1591,Food and Staples Retailing,"Rubio's Restaurants, Inc.+Preferred Stock",One stop,No Value,No Value,No Value,2779,2276,0.1,759,
1592,Food and Staples Retailing,"Rubio's Restaurants, Inc.+Common Stock",One stop,No Value,No Value,No Value,886,182,0.0,0,
1593,Food and Staples Retailing,"Rubio's Restaurants, Inc.+Common Stock",One stop,No Value,No Value,No Value,536,110,0.0,0,
1594,Food and Staples Retailing,"Rubio's Restaurants, Inc.+Common Stock",One stop,No Value,No Value,No Value,89,6,0.0,0,
1595,Food and Staples Retailing,"Rubio's Restaurants, Inc.+Common Stock",One stop,No Value,No Value,No Value,52,3,0.0,0,
1596,Food and Staples Retailing,"Rubio's Restaurants, Inc.+Common Stock",One stop,No Value,No Value,No Value,21,0,0.0,0,
1597,Food and Staples Retailing,"Rubio's Restaurants, Inc.+Common Stock",One stop,No Value,No Value,No Value,21,0,0.0,0,
1598,Food and Staples Retailing,"Rubio's Restaurants, Inc.+Common Stock",One stop,No Value,No Value,No Value,42,0,0.0,0,
1599,Food and Staples Retailing,"Rubio's Restaurants, Inc.+Common Stock",One stop,No Value,No Value,No Value,18,0,0.0,0,
1600,Food and Staples Retailing,"Rubio's Restaurants, Inc.+Common Stock",One stop,No Value,No Value,No Value,18,0.0,0.0,0.0,
1601,Food and Staples Retailing,"Rubio's Restaurants, Inc.+Common Stock",One stop,No Value,No Value,No Value,89,0,0.0,0,
1602,Healthcare Providers and Services,Healthcare Providers and Services,One stop,,,,,,,,
1603,Healthcare Providers and Services,Elite Dental Partners LLC,LLC interest,No Value,No Value,No Value,0,2902,0.1,3054,
1604,Healthcare Providers and Services,Elite Dental Partners LLC,LLC interest,No Value,No Value,No Value,0,1250,0.0,388,
1605,Healthcare Providers and Services,Elite Dental Partners LLC,LLC units,No Value,No Value,No Value,0,0,0.0,0,
1606,Software,Software,LLC units,,,,,,,,
1607,Software,Switchfly LLC+LLC interest,LLC units,No Value,No Value,No Value,98370,2321,0.1,2274,
1608,Software,Switchfly LLC+LLC units,LLC units,No Value,No Value,No Value,950,950,0.0,447,
1609,Controlled affiliate company investments  (24),Controlled affiliate company investments  (24),LLC units,,,,,,,,
1610,Debt Investments,Debt Investments,LLC units,,,,,,,,
1611,IT Services,IT Services,LLC units,,,,,,,,
1612,IT Services,MMan Acquisition Co.+(7)(22),One stop,No Value,10.00PIK,08/2023,31043,19524,0.5,10865,
1613,IT Services,MMan Acquisition Co.+(22),One stop,No Value,8.00PIK,08/2023,1716,1716,0.1,1664,
1614,IT Services,MMan Acquisition Co.+(22),One stop,No Value,12.00PIK,08/2023,849,849,0.0,849,
1615,IT Services,MMan Acquisition Co.+(22),One stop,No Value,12.00PIK,08/2023,255,255,0.0,255,
1616,IT Services,MMan Acquisition Co.+(22),One stop,No Value,12.00PIK,08/2023,849,849,0.0,849,
1617,Equity Investments  (19)(20),Equity Investments  (19)(20),One stop,,,,,,,,
1618,IT Services,IT Services,One stop,,,,,,,,
1619,IT Services,MMan Acquisition Co.+Common Stock,One stop,No Value,No Value,No Value,0,927.0,0.0,0.0,
