,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
1005,,"Xmatters, Inc. and Alarmpoint, Inc.",Preferred stock,,N/A,,,N/A,,N/A,,20,,,26,,,-,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,,,,,,,,,,,,,,23520,,,1.0,,,24110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,,Ecological,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,,"Pace Analytical Services, LLC",LLC units,,N/A,,,N/A,,N/A,,6,,,700,,,-,,,884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,,Electronics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,,"Appriss Holdings, Inc.",Preferred stock,,N/A,,,N/A,,N/A,,-,,,174,,,-,,,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,,Diligent Corporation,Preferred stock,,N/A,,,N/A,,N/A,,414,,,1609,,,0.1,,,2185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,,"Episerver, Inc.",LLC units,,N/A,,,N/A,,N/A,,76,,,807,,,-,,,552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,,ES Acquisition LLC,LP interest,,N/A,,,N/A,,N/A,,-,,,15,,,-,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,,Project Silverback Holdings Corp.,Preferred stock,,N/A,,,N/A,,N/A,,3,,,6,,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,,"Red Dawn SEI Buyer, Inc.",LP interest,,N/A,,,N/A,,N/A,,13,,,13,,,-,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,,"Silver Peak Systems, Inc.",Warrant,,N/A,,,N/A,,N/A,,67,,,27,,,-,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,,,,,,,,,,,,,,2651,,,0.1,,,3008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,,"Healthcare, Education and Childcare",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,,"Active Day, Inc.",LLC interest,,N/A,,,N/A,,N/A,,1,,,1099,,,-,,,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,,"Acuity Eyecare Holdings, LLC",LLC interest,,N/A,,,N/A,,N/A,,1158,,,1334,,,0.1,,,1266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,,"ADCS Clinics Intermediate Holdings, LLC",Preferred stock,,N/A,,,N/A,,N/A,,1,,,1119,,,-,,,622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,,"ADCS Clinics Intermediate Holdings, LLC",Common Stock,,N/A,,,N/A,,N/A,,-,,,6,,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,,"Aspen Medical Products, LLC",Common Stock,,N/A,,,N/A,,N/A,,-,,,77,,,-,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,,"BIO18 Borrower, LLC  (17)",LLC units,,N/A,,,N/A,,N/A,,591,,,1190,,,0.1,,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,,,Investment  Type,,Spread  Above  Index  (1),,,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,,"Healthcare, Education and Childcare - (continued)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,,"BIOVT, LLC",LLC units,,N/A,,,N/A,,N/A,,-,,,,1223,,,0.1,,,,1755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,,CMI Parent Inc.,LLC units,,N/A,,,N/A,,N/A,,-,,,240,,,-,,,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,,CMI Parent Inc.,LLC units,,N/A,,,N/A,,N/A,,2,,,3,,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,,"CRH Healthcare Purchaser, Inc.",LP interest,,N/A,,,N/A,,N/A,,429,,,469,,,-,,,575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,,"DCA Investment Holding, LLC",LLC units,,N/A,,,N/A,,N/A,,13890,,,1619,,,0.1,,,1687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,,"DCA Investment Holding, LLC",LLC units,,N/A,,,N/A,,N/A,,140,,,218,,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,,Deca Dental Management LLC,LLC units,,N/A,,,N/A,,N/A,,1008,,,1278,,,-,,,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,,Elite Dental Partners LLC,Common Stock,,N/A,,,N/A,,N/A,,-,,,737,,,-,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,,"Encore GC Acquisition, LLC",LLC units,,N/A,,,N/A,,N/A,,26,,,272,,,-,,,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,,"Encore GC Acquisition, LLC",LLC units,,N/A,,,N/A,,N/A,,26,,,52,,,-,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,,"ERG Buyer, LLC",LLC units,,N/A,,,N/A,,N/A,,1,,,661,,,-,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,,"ERG Buyer, LLC",LLC units,,N/A,,,N/A,,N/A,,8,,,4,,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,,Eyecare Services Partners Holdings LLC,LLC units,,N/A,,,N/A,,N/A,,-,,,262,,,-,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,,Eyecare Services Partners Holdings LLC,LLC units,,N/A,,,N/A,,N/A,,-,,,1,,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,,"G & H Wire Company, Inc.",LLC interest,,N/A,,,N/A,,N/A,,336,,,269,,,-,,,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,,"IntegraMed America, Inc.",LLC interest,,N/A,,,N/A,,N/A,,-,,,417,,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,,"Joerns Healthcare, LLC  ^*",Common Stock,,N/A,,,N/A,,N/A,,432,,,4330,,,0.1,,,1807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,,"Katena Holdings, Inc.",LLC units,,N/A,,,N/A,,N/A,,1,,,572,,,-,,,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,,"Krueger-Gilbert Health Physics, LLC",LLC interest,,N/A,,,N/A,,N/A,,155,,,172,,,-,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,,"Lombart Brothers, Inc.",Common Stock,,N/A,,,N/A,,N/A,,1,,,440,,,-,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,,"MD Now Holdings, Inc.",LLC units,,N/A,,,N/A,,N/A,,15,,,153,,,-,,,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,,"MWD Management, LLC & MWD Services, Inc.",LLC interest,,N/A,,,N/A,,N/A,,412,,,335,,,-,,,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,,"Oliver Street Dermatology Holdings, LLC",LLC units,,N/A,,,N/A,,N/A,,452,,,234,,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,,"Pentec Acquisition Sub, Inc.",Preferred stock,,N/A,,,N/A,,N/A,,1,,,116,,,-,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,,"Pinnacle Treatment Centers, Inc.",Preferred stock,,N/A,,,N/A,,N/A,,-,,,528,,,-,,,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,,"Pinnacle Treatment Centers, Inc.",LLC units,,N/A,,,N/A,,N/A,,5,,,74,,,-,,,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,,"Radiology Partners, Inc.",LLC units,,N/A,,,N/A,,N/A,,11,,,68,,,-,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,,"Radiology Partners, Inc.",LLC units,,N/A,,,N/A,,N/A,,43,,,55,,,-,,,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,,RXH Buyer Corporation,LP interest,,N/A,,,N/A,,N/A,,11,,,973,,,0.1,,,918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,,"Sage Dental Management, LLC",LLC units,,N/A,,,N/A,,N/A,,-,,,249,,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,,"Sage Dental Management, LLC",LLC units,,N/A,,,N/A,,N/A,,3,,,3,,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,,"SLMP, LLC",LLC units,,N/A,,,N/A,,N/A,,668,,,789,,,0.1,,,1195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,,"Spear Education, LLC",LLC units,,N/A,,,N/A,,N/A,,-,,,7,,,-,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,,"Spear Education, LLC",LLC units,,N/A,,,N/A,,N/A,,1,,,1,,,-,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,,SSH Corpration,Common Stock,,N/A,,,N/A,,N/A,,-,,,40,,,-,,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,,"Summit Behavioral Healthcare, LLC",LLC interest,,N/A,,,N/A,,N/A,,2,,,98,,,-,,,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,,"Summit Behavioral Healthcare, LLC",LLC interest,,N/A,,,N/A,,N/A,,2,,,-,,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,,"Surgical Information Systems, LLC",Common Stock,,N/A,,,N/A,,N/A,,4,,,414,,,-,,,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,,"WHCG Management, LLC",LLC interest,,N/A,,,N/A,,N/A,,1,,,414,,,-,,,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,,,,,,,,,,,,,,22615,,,0.7,,,16594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,,Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,,"Captive Resources Midco, LLC  (17)",LLC units,,N/A,,,N/A,,N/A,,425,,,-,,,-,,,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,,,Investment  Type,,Spread  Above  Index  (1),,,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,,Insurance - (continued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,,"Orchid Underwriters Agency, LLC",LP interest,,N/A,,,N/A,,N/A,,86,,,,98,,,-,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,,,,,,,,,,,,,,98,,,-,,,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,,"Leisure, Amusement, Motion Pictures, Entertainment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,,"LMP TR Holdings, LLC",LLC units,,N/A,,,N/A,,N/A,,712,,,712,,,-,,,585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,,"PADI Holdco, Inc.  (17)",LLC units,,N/A,,,N/A,,N/A,,1,,,969,,,-,,,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,,WBZ Investment LLC,LLC interest,,N/A,,,N/A,,N/A,,68,,117,,,-,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,,WBZ Investment LLC,LLC interest,,N/A,,,N/A,,N/A,,46,,,80,,,-,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,,WBZ Investment LLC,LLC interest,,N/A,,,N/A,,N/A,,38,,,65,,,-,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,,WBZ Investment LLC,LLC interest,,N/A,,,N/A,,N/A,,33,,,58,,,-,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,,WBZ Investment LLC,LLC interest,,N/A,,,N/A,,N/A,,14,,,24,,,-,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,,WBZ Investment LLC,LLC interest,,N/A,,,N/A,,N/A,,1,,,2,,,-,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,,,,,,,,,,,,,,2027,,,-,,,1125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,,Oil and Gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,,W3 Co.,LLC units,,N/A,,,N/A,,N/A,,3,,,1632,,,0.1,,,1688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,,W3 Co.,Preferred stock,,N/A,,,N/A,,N/A,,-,,,224,,,-,,,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,,,,,,,,,,,,,,1856,,,0.1,,,1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,,Personal and Non Durable Consumer Products (Mfg. Only),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,,"Georgica Pine Clothiers, LLC  (17)",LLC interest,,N/A,,,N/A,,N/A,,20,,,239,,,-,,,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,,"Massage Envy, LLC",LLC interest,,N/A,,,N/A,,N/A,,749,,,210,,,0.1,,,1378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,,,,,,,,,,,,,,449,,,0.1,,,1536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,,"Personal, Food and Miscellaneous Services",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,,"Blue River Pet Care, LLC",LLC units,,N/A,,,N/A,,N/A,,-,,,76,,,-,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,,"Captain D's, LLC",LLC interest,,N/A,,,N/A,,N/A,,158,,,156,,,-,,,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,,Encorevet Group LLC,Preferred stock,,N/A,,,N/A,,N/A,,-,,,15,,,-,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,,"Midwest Veterinary Partners, LLC",LLC units,,N/A,,,N/A,,N/A,,-,,,29,,,-,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,,"Midwest Veterinary Partners, LLC",LLC units,,N/A,,,N/A,,N/A,,6,,,-,,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,,"PPV Intermediate Holdings II, LLC",LLC interest,,N/A,,,N/A,,N/A,,241,,,231,,,-,,,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,,R.G. Barry Corporation,Preferred stock,,N/A,,,N/A,,N/A,,-,,,161,,,-,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,,"Ruby Slipper Cafe LLC, The",LLC units,,N/A,,,N/A,,N/A,,31,,,373,,,-,,,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,,"Southern Veterinary Partners, LLC",LLC units,,N/A,,,N/A,,N/A,,1,,,717,,,0.1,,,908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,,"Southern Veterinary Partners, LLC",LLC units,,N/A,,,N/A,,N/A,,148,,,188,,,-,,,757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,,"Wetzel's Pretzels, LLC",Common Stock,,N/A,,,N/A,,N/A,,-,,,416,,,-,,,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,,,,,,,,,,,,,,2362,,,0.1,,,2680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,,Printing and Publishing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,,"Brandmuscle, Inc.",LLC interest,,N/A,,,N/A,,N/A,,-,,,335,,,-,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,,Retail Stores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,,2nd Ave. LLC,LP interest,,N/A,,,N/A,,N/A,,653,,,653,,,-,,,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,,Batteries Plus Holding Corporation,LP interest,,N/A,,,N/A,,N/A,,10,,,1286,,,0.1,,,1026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,,"Cycle Gear, Inc.",LLC units,,N/A,,,N/A,,N/A,,27,,,462,,,-,,,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,,"DTLR, Inc.",LLC interest,,N/A,,,N/A,,N/A,,4,,411,,,-,,,575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,,"Elite Sportswear, L.P.",LLC interest,,N/A,,,N/A,,N/A,,-,,,165,,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,,"Feeders Supply Company, LLC",Preferred stock,,N/A,,,N/A,,N/A,,4,,,400,,,-,,,409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,,"Feeders Supply Company, LLC",LLC units,,N/A,,,N/A,,N/A,,-,,,-,,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,,Jet Equipment & Tools Ltd.  (8)(9)(12),LLC units,,N/A,,,N/A,,N/A,,1,,,948,,,0.1,,,1143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,,,Investment  Type,,Spread  Above  Index  (1),,,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,,Retail Stores - (continued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,,"Paper Source, Inc.",Common Stock,,N/A,,,N/A,,N/A,,8,,,,1387,,,-,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,,Pet Holdings ULC  (8)(12),LP interest,,N/A,,,N/A,,N/A,,677,,,483,,,-,,,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,,"Pet Supplies Plus, LLC  (15)",LLC units,,N/A,,,N/A,,N/A,,144,,,181,,,-,,,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,,"Sola Franchise, LLC and Sola Salon Studios, LLC",LLC units,,N/A,,,N/A,,N/A,,4,,,496,,,-,,,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,,"Sola Franchise, LLC and Sola Salon Studios, LLC",LLC units,,N/A,,,N/A,,N/A,,1,,,101,,,-,,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
>>>>>>> GSBD
1122,,,,,,,,,,,,,,6973,,,0.2,,,5131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,,Total non-controlled/non-affiliate company equity investments,,,,,,,,,,,,,78447,,,3.0,,,,73598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,,Total non-controlled/non-affiliate company investments,,,,,,,,,,,4319392,,,,4419746,,,179.1,,,,4208935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,,Non-controlled affiliate company investments  (18),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,,Debt investments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,,"Beverage, Food and Tobacco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<<<<<<< HEAD
1128,,Uinta Brewing Company  ^(7)(8),One stop,,L + 4.00,(a),,5.00,,08/2021,,,962,,,,925,,,0,,,,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,,Uinta Brewing Company  (7)(8),One stop,,L + 4.00,(a),,5.00,,08/2021,,508,,,504,,,0,,,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,,,,,,,,,,,,1470,,,1429,,,0,,,586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,,Buildings and Real Estate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,,"Paradigm DKD Group, LLC  (7)(8)",Senior loan,,L + 6.25,(c),,7.50,,05/2022,,3235,,,2107,,,0.1,,,1721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,,"Paradigm DKD Group, LLC  (5)(7)(8)",Senior loan,,L + 6.25,(c),,7.50,,05/2022,,1,,,(142),,,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,,,,,,,,,,,,3236,,,1965,,,0.1,,,1723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,,Diversified/Conglomerate Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,,Switchfly LLC  (8),One stop,,L + 5.00,(b)(c),,6.22,,10/2023,,5725,,,5545,,,0.2,,,4301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,,Switchfly LLC  (8),One stop,,L + 5.00,(b)(c),,6.22,,10/2023,,478,,,464,,,0,,,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,,Switchfly LLC  (8),One stop,,L + 5.00,(b)(c),,6.22,,10/2023,,36,,,35,,,0,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,,Switchfly LLC  (5)(8),One stop,,L + 8.50,(b)(f),,9.50,,10/2023,,2,,,2,,,0,,,(73),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,,,,,,,,,,,,6241,,,6046,,,0.2,,,4615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,,Electronics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,,"Sloan Company, Inc., The  (7)(8)",One stop,,L + 8.50,(c),,9.50,,04/2023,,4708,,,4074,,,0.2,,,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,,"Sloan Company, Inc., The  (8)",One stop,,L + 8.50,(c),,9.50,,04/2023,,597,,,597,,,0,,,635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,,"Sloan Company, Inc., The  (7)(8)",One stop,,L + 8.50,(c),,9.50,,04/2023,,313,,,272,,,0,,,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,,,,,,,,,,,,5618,,,4943,,,0.2,,,4260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,,"Healthcare, Education and Childcare",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,,Dental Holdings Corporation  *#(7)(8),One stop,,L + 6.00,(c),,7.00,,03/2023,,10661,,,10613,,,0.4,,,8151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,,Dental Holdings Corporation  (8),One stop,,L + 0.50,(a)(c),,4.21,,03/2023,,108,,,108,,,0,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,,,,,,,,,,,,10769,,,10721,,,0.4,,,8259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,,"Mining, Steel, Iron and Non-Precious Metals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,,"Benetech, Inc.+  (8)",One stop,,L + 11.0,(a),,10.25 cash/2.00 PIK,,07/2020,,4101,,,4101,,,0.1,,,2460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,,"Benetech, Inc.  (8)",One stop,,P + 9.75,(a)(f),,10.92 cash/2.00 PIK,,07/2020,,633,,,633,,,0,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
=======
1128,,Uinta Brewing Company  ^(7)(8),One stop,,L + 4.00,(a),,5.00,,08/2021,,,962,,,,925,,,-,,,,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,,Uinta Brewing Company  (7)(8),One stop,,L + 4.00,(a),,5.00,,08/2021,,508,,,504,,,-,,,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,,,,,,,,,,,,1470,,,1429,,,-,,,586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,,Buildings and Real Estate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,,"Paradigm DKD Group, LLC  (7)(8)",Senior loan,,L + 6.25,(c),,7.50,,05/2022,,3235,,,2107,,,0.1,,,1721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,,"Paradigm DKD Group, LLC  (5)(7)(8)",Senior loan,,L + 6.25,(c),,7.50,,05/2022,,1,,,(142),,,-,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,,,,,,,,,,,,3236,,,1965,,,0.1,,,1723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,,Diversified/Conglomerate Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,,Switchfly LLC  (8),One stop,,L + 5.00,(b)(c),,6.22,,10/2023,,5725,,,5545,,,0.2,,,4301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,,Switchfly LLC  (8),One stop,,L + 5.00,(b)(c),,6.22,,10/2023,,478,,,464,,,-,,,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,,Switchfly LLC  (8),One stop,,L + 5.00,(b)(c),,6.22,,10/2023,,36,,,35,,,-,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,,Switchfly LLC  (5)(8),One stop,,L + 8.50,(b)(f),,9.50,,10/2023,,2,,,2,,,-,,,(73),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,,,,,,,,,,,,6241,,,6046,,,0.2,,,4615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
